Month,Pangolin,Count
2022-09,P.1,2
2022-09,XBB.5,1
2022-09,XBF,1
2022-09,XBN,1
2022-10,A,2
2022-10,AY.119,1
2022-10,B,2
2022-10,B.1.1.529,96
2022-10,BA.1.1,16
2022-10,BA.1.1.18,3
2022-10,BA.1.15,1
2022-10,BA.2,124
2022-10,BA.2.10.4,2
2022-10,BA.2.12,3
2022-10,BA.2.12.1,16
2022-10,BA.2.3,6
2022-10,BA.2.3.20,286
2022-10,BA.2.31,1
2022-10,BA.2.45,1
2022-10,BA.2.7,1
2022-10,BA.2.75,62
2022-10,BA.2.75.1,81
2022-10,BA.2.75.10,1
2022-10,BA.2.75.2,678
2022-10,BA.2.75.3,20
2022-10,BA.2.75.4,33
2022-10,BA.2.75.5,192
2022-10,BA.2.75.6,17
2022-10,BA.2.75.7,13
2022-10,BA.2.75.8,1
2022-10,BA.2.9.5,2
2022-10,BA.4,165
2022-10,BA.4.1,295
2022-10,BA.4.1.10,20
2022-10,BA.4.1.4,2
2022-10,BA.4.1.5,3
2022-10,BA.4.1.8,219
2022-10,BA.4.1.9,69
2022-10,BA.4.2,9
2022-10,BA.4.4,35
2022-10,BA.4.6,5216
2022-10,BA.4.6.1,231
2022-10,BA.4.6.2,35
2022-10,BA.4.6.3,50
2022-10,BA.4.6.4,49
2022-10,BA.4.6.5,427
2022-10,BA.4.7,91
2022-10,BA.4.8,2
2022-10,BA.5,1549
2022-10,BA.5.1,8129
2022-10,BA.5.1.1,402
2022-10,BA.5.1.10,1021
2022-10,BA.5.1.12,333
2022-10,BA.5.1.15,38
2022-10,BA.5.1.16,2
2022-10,BA.5.1.17,80
2022-10,BA.5.1.18,391
2022-10,BA.5.1.19,40
2022-10,BA.5.1.2,422
2022-10,BA.5.1.20,20
2022-10,BA.5.1.21,62
2022-10,BA.5.1.22,640
2022-10,BA.5.1.23,599
2022-10,BA.5.1.24,191
2022-10,BA.5.1.25,197
2022-10,BA.5.1.26,65
2022-10,BA.5.1.27,345
2022-10,BA.5.1.28,35
2022-10,BA.5.1.3,465
2022-10,BA.5.1.30,862
2022-10,BA.5.1.31,24
2022-10,BA.5.1.33,224
2022-10,BA.5.1.34,93
2022-10,BA.5.1.35,58
2022-10,BA.5.1.36,39
2022-10,BA.5.1.37,8
2022-10,BA.5.1.4,52
2022-10,BA.5.1.5,1130
2022-10,BA.5.1.6,131
2022-10,BA.5.1.7,61
2022-10,BA.5.1.9,19
2022-10,BA.5.10,136
2022-10,BA.5.10.1,33
2022-10,BA.5.11,109
2022-10,BA.5.12,12
2022-10,BA.5.2,14877
2022-10,BA.5.2.1,14114
2022-10,BA.5.2.10,7
2022-10,BA.5.2.12,37
2022-10,BA.5.2.13,886
2022-10,BA.5.2.14,47
2022-10,BA.5.2.16,69
2022-10,BA.5.2.18,342
2022-10,BA.5.2.19,110
2022-10,BA.5.2.2,42
2022-10,BA.5.2.20,1840
2022-10,BA.5.2.21,794
2022-10,BA.5.2.22,293
2022-10,BA.5.2.23,292
2022-10,BA.5.2.24,111
2022-10,BA.5.2.25,119
2022-10,BA.5.2.26,400
2022-10,BA.5.2.27,201
2022-10,BA.5.2.28,228
2022-10,BA.5.2.29,84
2022-10,BA.5.2.3,532
2022-10,BA.5.2.30,85
2022-10,BA.5.2.31,222
2022-10,BA.5.2.32,26
2022-10,BA.5.2.33,96
2022-10,BA.5.2.34,628
2022-10,BA.5.2.35,946
2022-10,BA.5.2.36,123
2022-10,BA.5.2.37,47
2022-10,BA.5.2.38,7
2022-10,BA.5.2.39,34
2022-10,BA.5.2.4,29
2022-10,BA.5.2.40,4
2022-10,BA.5.2.41,15
2022-10,BA.5.2.43,3
2022-10,BA.5.2.44,75
2022-10,BA.5.2.46,3
2022-10,BA.5.2.47,85
2022-10,BA.5.2.49,1
2022-10,BA.5.2.51,6
2022-10,BA.5.2.52,50
2022-10,BA.5.2.53,48
2022-10,BA.5.2.54,32
2022-10,BA.5.2.55,8
2022-10,BA.5.2.56,60
2022-10,BA.5.2.57,143
2022-10,BA.5.2.58,209
2022-10,BA.5.2.59,44
2022-10,BA.5.2.6,1368
2022-10,BA.5.2.60,16
2022-10,BA.5.2.62,70
2022-10,BA.5.2.7,424
2022-10,BA.5.2.8,69
2022-10,BA.5.2.9,1416
2022-10,BA.5.3,12
2022-10,BA.5.3.1,270
2022-10,BA.5.3.3,113
2022-10,BA.5.3.5,58
2022-10,BA.5.5,903
2022-10,BA.5.5.1,311
2022-10,BA.5.5.2,31
2022-10,BA.5.5.3,32
2022-10,BA.5.6,1063
2022-10,BA.5.6.1,19
2022-10,BA.5.6.2,92
2022-10,BA.5.6.3,62
2022-10,BA.5.6.4,43
2022-10,BA.5.7,7
2022-10,BA.5.8,50
2022-10,BA.5.9,1342
2022-10,BE.1,626
2022-10,BE.1.1,2181
2022-10,BE.1.1.1,358
2022-10,BE.1.1.2,701
2022-10,BE.1.2,191
2022-10,BE.1.2.1,93
2022-10,BE.1.3,16
2022-10,BE.1.4,114
2022-10,BE.1.4.1,27
2022-10,BE.1.4.2,51
2022-10,BE.11,4
2022-10,BE.12,17
2022-10,BE.2,46
2022-10,BE.3,248
2022-10,BE.4,123
2022-10,BE.4.1,81
2022-10,BE.4.1.1,54
2022-10,BE.4.2,27
2022-10,BE.5,17
2022-10,BE.6,30
2022-10,BE.7,14
2022-10,BF.1,125
2022-10,BF.10,1672
2022-10,BF.10.1,9
2022-10,BF.11,1228
2022-10,BF.11.1,190
2022-10,BF.11.2,146
2022-10,BF.11.3,49
2022-10,BF.11.4,137
2022-10,BF.11.5,207
2022-10,BF.12,15
2022-10,BF.13,381
2022-10,BF.14,813
2022-10,BF.15,47
2022-10,BF.16,68
2022-10,BF.17,2
2022-10,BF.18,10
2022-10,BF.2,96
2022-10,BF.20,2
2022-10,BF.21,218
2022-10,BF.22,50
2022-10,BF.23,6
2022-10,BF.24,192
2022-10,BF.25,144
2022-10,BF.26,1218
2022-10,BF.27,374
2022-10,BF.28,285
2022-10,BF.29,65
2022-10,BF.3,57
2022-10,BF.30,50
2022-10,BF.31,18
2022-10,BF.31.1,5
2022-10,BF.32,146
2022-10,BF.34,31
2022-10,BF.36,80
2022-10,BF.38,22
2022-10,BF.39,129
2022-10,BF.4,167
2022-10,BF.40,31
2022-10,BF.41,31
2022-10,BF.41.1,3
2022-10,BF.5,2223
2022-10,BF.5.5,70
2022-10,BF.6,48
2022-10,BF.7,6105
2022-10,BF.7.1,116
2022-10,BF.7.10,53
2022-10,BF.7.11,24
2022-10,BF.7.12,47
2022-10,BF.7.13,3
2022-10,BF.7.13.1,8
2022-10,BF.7.13.2,30
2022-10,BF.7.16,26
2022-10,BF.7.19,212
2022-10,BF.7.19.1,8
2022-10,BF.7.20,442
2022-10,BF.7.21,259
2022-10,BF.7.22,212
2022-10,BF.7.23,190
2022-10,BF.7.24,324
2022-10,BF.7.26,72
2022-10,BF.7.27,69
2022-10,BF.7.3,25
2022-10,BF.7.4,887
2022-10,BF.7.4.1,379
2022-10,BF.7.4.2,113
2022-10,BF.7.5,1019
2022-10,BF.7.5.1,87
2022-10,BF.7.6,488
2022-10,BF.7.7,178
2022-10,BF.7.8,58
2022-10,BF.7.9,10
2022-10,BF.8,209
2022-10,BF.9,8
2022-10,BH.1,8
2022-10,BJ.1,1
2022-10,BK.1,165
2022-10,BL.1,228
2022-10,BL.1.1,3
2022-10,BL.1.3,10
2022-10,BL.1.4,8
2022-10,BL.2,63
2022-10,BL.6,12
2022-10,BM.1,8
2022-10,BM.1.1,132
2022-10,BM.1.1.1,19
2022-10,BM.1.1.2,2
2022-10,BM.1.1.3,241
2022-10,BM.1.1.4,1
2022-10,BM.2,7
2022-10,BM.2.1,5
2022-10,BM.2.3,1
2022-10,BM.4.1,19
2022-10,BM.4.1.1,132
2022-10,BM.5,5
2022-10,BN.1,335
2022-10,BN.1.1,14
2022-10,BN.1.1.1,1
2022-10,BN.1.10,5
2022-10,BN.1.2,129
2022-10,BN.1.2.1,78
2022-10,BN.1.2.2,4
2022-10,BN.1.2.3,13
2022-10,BN.1.3,336
2022-10,BN.1.3.1,179
2022-10,BN.1.3.12,20
2022-10,BN.1.3.3,9
2022-10,BN.1.3.5,4
2022-10,BN.1.3.6,53
2022-10,BN.1.3.7,7
2022-10,BN.1.3.8,7
2022-10,BN.1.4,63
2022-10,BN.1.4.1,2
2022-10,BN.1.4.2,4
2022-10,BN.1.4.3,9
2022-10,BN.1.4.5,6
2022-10,BN.1.5,346
2022-10,BN.1.5.2,6
2022-10,BN.1.6,3
2022-10,BN.1.7,43
2022-10,BN.1.8,2
2022-10,BN.1.9,28
2022-10,BN.2,5
2022-10,BN.2.1,6
2022-10,BN.3,8
2022-10,BN.3.1,31
2022-10,BN.4,2
2022-10,BN.5,27
2022-10,BN.6,44
2022-10,BQ.1,3278
2022-10,BQ.1.1,4322
2022-10,BQ.1.1.1,256
2022-10,BQ.1.1.10,21
2022-10,BQ.1.1.11,29
2022-10,BQ.1.1.13,18
2022-10,BQ.1.1.14,22
2022-10,BQ.1.1.15,66
2022-10,BQ.1.1.16,8
2022-10,BQ.1.1.17,33
2022-10,BQ.1.1.18,176
2022-10,BQ.1.1.19,102
2022-10,BQ.1.1.2,99
2022-10,BQ.1.1.21,39
2022-10,BQ.1.1.22,22
2022-10,BQ.1.1.23,38
2022-10,BQ.1.1.24,42
2022-10,BQ.1.1.25,2
2022-10,BQ.1.1.27,15
2022-10,BQ.1.1.28,24
2022-10,BQ.1.1.29,3
2022-10,BQ.1.1.3,312
2022-10,BQ.1.1.31,4
2022-10,BQ.1.1.32,12
2022-10,BQ.1.1.4,202
2022-10,BQ.1.1.40,2
2022-10,BQ.1.1.41,36
2022-10,BQ.1.1.47,3
2022-10,BQ.1.1.5,237
2022-10,BQ.1.1.51,48
2022-10,BQ.1.1.52,35
2022-10,BQ.1.1.54,3
2022-10,BQ.1.1.56,11
2022-10,BQ.1.1.57,10
2022-10,BQ.1.1.6,195
2022-10,BQ.1.1.63,2
2022-10,BQ.1.1.66,2
2022-10,BQ.1.1.67,26
2022-10,BQ.1.1.68,63
2022-10,BQ.1.1.69,98
2022-10,BQ.1.1.7,279
2022-10,BQ.1.1.72,12
2022-10,BQ.1.1.76,28
2022-10,BQ.1.1.8,326
2022-10,BQ.1.1.9,12
2022-10,BQ.1.10,316
2022-10,BQ.1.10.1,78
2022-10,BQ.1.11,339
2022-10,BQ.1.12,382
2022-10,BQ.1.13,200
2022-10,BQ.1.13.1,5
2022-10,BQ.1.14,454
2022-10,BQ.1.15,146
2022-10,BQ.1.16,59
2022-10,BQ.1.17,48
2022-10,BQ.1.18,168
2022-10,BQ.1.19,12
2022-10,BQ.1.2,580
2022-10,BQ.1.2.1,5
2022-10,BQ.1.2.3,86
2022-10,BQ.1.20,27
2022-10,BQ.1.21,4
2022-10,BQ.1.22,12
2022-10,BQ.1.23,74
2022-10,BQ.1.24,22
2022-10,BQ.1.25,20
2022-10,BQ.1.25.1,7
2022-10,BQ.1.26,13
2022-10,BQ.1.26.1,47
2022-10,BQ.1.27,2
2022-10,BQ.1.3,73
2022-10,BQ.1.3.1,64
2022-10,BQ.1.3.2,306
2022-10,BQ.1.31,4
2022-10,BQ.1.4,43
2022-10,BQ.1.5,453
2022-10,BQ.1.6,153
2022-10,BQ.1.7,23
2022-10,BQ.1.8,756
2022-10,BQ.1.8.1,14
2022-10,BQ.1.8.2,165
2022-10,BQ.1.9,4
2022-10,BQ.2,33
2022-10,BR.1,111
2022-10,BR.1.2,23
2022-10,BR.2.1,6
2022-10,BR.3,16
2022-10,BR.4,7
2022-10,BR.5,4
2022-10,BS.1,10
2022-10,BS.1.1,22
2022-10,BT.1,2
2022-10,BT.2,97
2022-10,BU.1,107
2022-10,BU.2,8
2022-10,BU.3,53
2022-10,BV.1,21
2022-10,BV.2,51
2022-10,BW.1,15
2022-10,BW.1.1,9
2022-10,BY.1,132
2022-10,BY.1.2,24
2022-10,BY.1.2.1,1
2022-10,BZ.2,17
2022-10,CA.1,71
2022-10,CA.2,15
2022-10,CA.3,50
2022-10,CA.3.1,11
2022-10,CA.5,18
2022-10,CA.7,41
2022-10,CB.1,87
2022-10,CC.1,45
2022-10,CD.1,9
2022-10,CD.2,18
2022-10,CE.1,84
2022-10,CF.1,13
2022-10,CG.1,61
2022-10,CH.1,3
2022-10,CH.1.1,86
2022-10,CH.1.1.1,1
2022-10,CH.1.1.11,3
2022-10,CH.1.1.14,2
2022-10,CH.1.1.2,3
2022-10,CH.1.1.25,5
2022-10,CH.2,1
2022-10,CJ.1.2,27
2022-10,CK.1,73
2022-10,CK.1.2,4
2022-10,CK.1.4,1
2022-10,CK.1.5,19
2022-10,CK.2,31
2022-10,CK.2.1,101
2022-10,CK.2.1.1,136
2022-10,CK.3,27
2022-10,CL.1,91
2022-10,CL.1.3,4
2022-10,CM.1,11
2022-10,CM.12,1
2022-10,CM.2,161
2022-10,CM.3,9
2022-10,CM.4,39
2022-10,CM.4.1,8
2022-10,CM.5,26
2022-10,CM.5.2,10
2022-10,CM.6,5
2022-10,CM.6.1,3
2022-10,CM.7,1
2022-10,CM.8.1,3
2022-10,CM.9,10
2022-10,CN.1,151
2022-10,CN.2,91
2022-10,CP.1,125
2022-10,CP.1.1,21
2022-10,CP.1.2,30
2022-10,CP.1.3,19
2022-10,CP.2,17
2022-10,CP.3,6
2022-10,CP.4,25
2022-10,CP.5,13
2022-10,CP.6,11
2022-10,CP.8,14
2022-10,CQ.1,86
2022-10,CQ.1.1,22
2022-10,CQ.2,29
2022-10,CR.1,36
2022-10,CR.1.1,39
2022-10,CR.1.3,4
2022-10,CR.2,36
2022-10,CS.1,1
2022-10,CT.1,6
2022-10,CV.1,38
2022-10,CV.2,1
2022-10,CW.1,8
2022-10,CY.1,4
2022-10,CZ.1,1
2022-10,CZ.2,13
2022-10,DA.1,5
2022-10,DB.1,8
2022-10,DB.2,4
2022-10,DC.1,51
2022-10,DE.1,4
2022-10,DE.2,49
2022-10,DF.1,117
2022-10,DF.1.1,3
2022-10,DG.1,7
2022-10,DJ.1,5
2022-10,DK.1,4
2022-10,DL.1,12
2022-10,DN.1,9
2022-10,DN.1.1,2
2022-10,DN.2,113
2022-10,DQ.1,10
2022-10,DR.1,1
2022-10,DS.2,1
2022-10,EB.1,29
2022-10,ED.2,20
2022-10,ED.3,4
2022-10,EE.1,31
2022-10,EE.2,6
2022-10,EE.5,8
2022-10,EF.1,8
2022-10,EF.1.1,13
2022-10,EF.2,6
2022-10,EJ.1,4
2022-10,EJ.2,13
2022-10,EQ.1,35
2022-10,XAS,17
2022-10,XAV,6
2022-10,XAY,1
2022-10,XAZ,119
2022-10,XBB,110
2022-10,XBB.1,441
2022-10,XBB.1.1,32
2022-10,XBB.1.11,1
2022-10,XBB.1.15,5
2022-10,XBB.1.27,1
2022-10,XBB.1.29,1
2022-10,XBB.1.37,1
2022-10,XBB.1.39,2
2022-10,XBB.1.5,5
2022-10,XBB.1.6,6
2022-10,XBB.1.8,1
2022-10,XBB.1.9,9
2022-10,XBB.2,48
2022-10,XBB.2.1,2
2022-10,XBB.2.11.1,3
2022-10,XBB.2.6,2
2022-10,XBB.2.8,5
2022-10,XBB.3,72
2022-10,XBB.3.2,18
2022-10,XBB.3.3,3
2022-10,XBB.4,9
2022-10,XBB.5,4
2022-10,XBB.6,2
2022-10,XBB.6.1,1
2022-10,XBB.8,15
2022-10,XBB.9,1
2022-10,XBC.1,16
2022-10,XBC.1.5,2
2022-10,XBC.2,3
2022-10,XBD,40
2022-10,XBE,115
2022-10,XBF,2
2022-10,XBG,27
2022-10,XBH,8
2022-10,XBJ.2,2
2022-10,XBM,13
2022-10,XBN,4
2022-10,unclassifiable,1228
2022-10,B.1.1.7,1
2022-10,BA.1,9
2022-10,BA.2.1,1
2022-10,BA.2.9,8
2022-10,BA.5.1.11,3
2022-10,BA.5.1.32,8
2022-10,BA.5.2.61,8
2022-10,BE.8,11
2022-10,BE.9,2
2022-10,BF.19,7
2022-10,BF.5.1,1
2022-10,BF.7.2,114
2022-10,BL.5,16
2022-10,BM.6,1
2022-10,BN.1.4.4,52
2022-10,BQ.1.1.20,60
2022-10,BS.1.2,1
2022-10,BY.1.1.1,6
2022-10,BZ.1,2
2022-10,CA.6,2
2022-10,CJ.1,2
2022-10,CU.1,2
2022-10,DH.1,48
2022-10,EF.1.2,1
2022-10,FA.2,20
2022-10,FL.1.5.1,1
2022-10,JN.2,1
2022-10,XAY.2,23
2022-10,XBB.1.4.1,7
2022-10,XBB.2.11,1
2022-10,XBK,4
2022-10,BA.1.1.14,1
2022-10,BA.1.17.2,5
2022-10,BA.2.10.1,1
2022-10,BA.2.3.22,1
2022-10,BA.2.39,2
2022-10,BA.2.51,1
2022-10,BA.2.75.9,2
2022-10,BA.4.1.1,1
2022-10,BA.4.1.3,1
2022-10,BA.5.1.38,1
2022-10,BA.5.3.2,1
2022-10,BD.1,1
2022-10,BE.10,2
2022-10,BF.7.17,2
2022-10,BL.1.2,3
2022-10,BQ.1.1.46,1
2022-10,BQ.1.1.74,3
2022-10,BQ.1.26.2,5
2022-10,BW.1.1.1,1
2022-10,CH.1.1.28,1
2022-10,CL.1.1,5
2022-10,CM.5.1,1
2022-10,DT.2,1
2022-10,EC.1,2
2022-10,ER.1,10
2022-10,GP.2,1
2022-10,XAK,1
2022-10,XBB.1.13,1
2022-10,XBB.1.3,1
2022-10,XBB.4.1,6
2022-10,AY.75,1
2022-10,BA.1.1.12,1
2022-10,BA.1.1.2,1
2022-10,BA.2.18,2
2022-10,BA.2.74,1
2022-10,BA.2.76,1
2022-10,BF.5.4,1
2022-10,BL.4,1
2022-10,CK.1.3,1
2022-10,CM.8,1
2022-10,DY.2,10
2022-10,DY.3,5
2022-10,XAY.1,1
2022-10,XBB.3.1,1
2022-11,AY.44,1
2022-11,B.1.1.529,17
2022-11,BA.1.1,9
2022-11,BA.1.15,3
2022-11,BA.1.20,1
2022-11,BA.2,67
2022-11,BA.2.1,2
2022-11,BA.2.12.1,10
2022-11,BA.2.3,4
2022-11,BA.2.3.20,331
2022-11,BA.2.75,33
2022-11,BA.2.75.2,208
2022-11,BA.2.75.4,17
2022-11,BA.2.75.5,115
2022-11,BA.2.75.6,6
2022-11,BA.4,74
2022-11,BA.4.1,42
2022-11,BA.4.1.10,4
2022-11,BA.4.1.6,1
2022-11,BA.4.1.8,93
2022-11,BA.4.1.9,20
2022-11,BA.4.2,2
2022-11,BA.4.4,1
2022-11,BA.4.6,2309
2022-11,BA.4.6.1,86
2022-11,BA.4.6.2,23
2022-11,BA.4.6.3,83
2022-11,BA.4.6.4,20
2022-11,BA.4.6.5,170
2022-11,BA.4.7,16
2022-11,BA.4.8,1
2022-11,BA.5,525
2022-11,BA.5.1,2478
2022-11,BA.5.1.1,131
2022-11,BA.5.1.10,374
2022-11,BA.5.1.12,191
2022-11,BA.5.1.15,9
2022-11,BA.5.1.16,1
2022-11,BA.5.1.17,16
2022-11,BA.5.1.18,322
2022-11,BA.5.1.19,12
2022-11,BA.5.1.2,113
2022-11,BA.5.1.20,4
2022-11,BA.5.1.21,12
2022-11,BA.5.1.22,238
2022-11,BA.5.1.23,208
2022-11,BA.5.1.24,40
2022-11,BA.5.1.25,133
2022-11,BA.5.1.26,22
2022-11,BA.5.1.27,607
2022-11,BA.5.1.28,14
2022-11,BA.5.1.3,163
2022-11,BA.5.1.30,242
2022-11,BA.5.1.31,9
2022-11,BA.5.1.32,9
2022-11,BA.5.1.33,148
2022-11,BA.5.1.34,323
2022-11,BA.5.1.35,7
2022-11,BA.5.1.36,36
2022-11,BA.5.1.37,21
2022-11,BA.5.1.38,1
2022-11,BA.5.1.4,3
2022-11,BA.5.1.5,422
2022-11,BA.5.1.6,107
2022-11,BA.5.1.7,51
2022-11,BA.5.1.9,9
2022-11,BA.5.10,24
2022-11,BA.5.10.1,10
2022-11,BA.5.11,484
2022-11,BA.5.12,39
2022-11,BA.5.2,4563
2022-11,BA.5.2.1,4851
2022-11,BA.5.2.12,20
2022-11,BA.5.2.13,507
2022-11,BA.5.2.14,44
2022-11,BA.5.2.16,16
2022-11,BA.5.2.18,145
2022-11,BA.5.2.19,47
2022-11,BA.5.2.2,4
2022-11,BA.5.2.20,685
2022-11,BA.5.2.21,247
2022-11,BA.5.2.22,100
2022-11,BA.5.2.23,361
2022-11,BA.5.2.24,26
2022-11,BA.5.2.25,96
2022-11,BA.5.2.26,117
2022-11,BA.5.2.27,127
2022-11,BA.5.2.28,105
2022-11,BA.5.2.29,11
2022-11,BA.5.2.3,115
2022-11,BA.5.2.30,34
2022-11,BA.5.2.31,116
2022-11,BA.5.2.32,24
2022-11,BA.5.2.33,19
2022-11,BA.5.2.34,765
2022-11,BA.5.2.35,589
2022-11,BA.5.2.36,34
2022-11,BA.5.2.37,25
2022-11,BA.5.2.38,2
2022-11,BA.5.2.39,35
2022-11,BA.5.2.4,5
2022-11,BA.5.2.42,1
2022-11,BA.5.2.43,10
2022-11,BA.5.2.44,11
2022-11,BA.5.2.47,106
2022-11,BA.5.2.51,2
2022-11,BA.5.2.52,60
2022-11,BA.5.2.53,63
2022-11,BA.5.2.54,44
2022-11,BA.5.2.56,65
2022-11,BA.5.2.57,159
2022-11,BA.5.2.58,128
2022-11,BA.5.2.59,64
2022-11,BA.5.2.6,1308
2022-11,BA.5.2.60,13
2022-11,BA.5.2.61,17
2022-11,BA.5.2.62,28
2022-11,BA.5.2.63,10
2022-11,BA.5.2.7,123
2022-11,BA.5.2.8,31
2022-11,BA.5.2.9,722
2022-11,BA.5.3,10
2022-11,BA.5.3.1,118
2022-11,BA.5.3.3,24
2022-11,BA.5.3.5,91
2022-11,BA.5.5,257
2022-11,BA.5.5.1,184
2022-11,BA.5.5.2,10
2022-11,BA.5.5.3,23
2022-11,BA.5.6,301
2022-11,BA.5.6.1,3
2022-11,BA.5.6.2,74
2022-11,BA.5.6.3,24
2022-11,BA.5.6.4,13
2022-11,BA.5.7,8
2022-11,BA.5.8,12
2022-11,BA.5.9,505
2022-11,BE.1,197
2022-11,BE.1.1,555
2022-11,BE.1.1.1,394
2022-11,BE.1.1.2,85
2022-11,BE.1.2,120
2022-11,BE.1.2.1,215
2022-11,BE.1.4,22
2022-11,BE.1.4.1,14
2022-11,BE.1.4.2,92
2022-11,BE.10,59
2022-11,BE.11,6
2022-11,BE.12,2
2022-11,BE.2,33
2022-11,BE.3,51
2022-11,BE.4,36
2022-11,BE.4.1,73
2022-11,BE.4.1.1,22
2022-11,BE.4.2,97
2022-11,BE.5,4
2022-11,BE.6,12
2022-11,BE.7,43
2022-11,BE.8,7
2022-11,BE.9,22
2022-11,BF.1,12
2022-11,BF.10,774
2022-11,BF.10.1,23
2022-11,BF.11,954
2022-11,BF.11.1,95
2022-11,BF.11.2,205
2022-11,BF.11.3,17
2022-11,BF.11.4,70
2022-11,BF.11.5,79
2022-11,BF.13,205
2022-11,BF.14,640
2022-11,BF.15,13
2022-11,BF.16,36
2022-11,BF.17,2
2022-11,BF.19,1
2022-11,BF.2,21
2022-11,BF.20,4
2022-11,BF.21,107
2022-11,BF.22,2
2022-11,BF.23,8
2022-11,BF.24,53
2022-11,BF.25,102
2022-11,BF.26,928
2022-11,BF.27,147
2022-11,BF.28,61
2022-11,BF.29,10
2022-11,BF.3,13
2022-11,BF.30,26
2022-11,BF.31,17
2022-11,BF.31.1,41
2022-11,BF.32,144
2022-11,BF.34,10
2022-11,BF.36,35
2022-11,BF.38,7
2022-11,BF.39,83
2022-11,BF.39.1,3
2022-11,BF.4,110
2022-11,BF.40,17
2022-11,BF.41,5
2022-11,BF.41.1,6
2022-11,BF.5,828
2022-11,BF.5.1,4
2022-11,BF.5.2,8
2022-11,BF.5.5,13
2022-11,BF.6,18
2022-11,BF.7,4203
2022-11,BF.7.1,47
2022-11,BF.7.10,22
2022-11,BF.7.11,9
2022-11,BF.7.12,41
2022-11,BF.7.13,1
2022-11,BF.7.13.2,24
2022-11,BF.7.15,4
2022-11,BF.7.16,32
2022-11,BF.7.17,7
2022-11,BF.7.18,3
2022-11,BF.7.19,119
2022-11,BF.7.19.1,5
2022-11,BF.7.20,161
2022-11,BF.7.21,167
2022-11,BF.7.22,130
2022-11,BF.7.23,128
2022-11,BF.7.24,121
2022-11,BF.7.26,35
2022-11,BF.7.27,70
2022-11,BF.7.3,36
2022-11,BF.7.4,633
2022-11,BF.7.4.1,577
2022-11,BF.7.4.2,46
2022-11,BF.7.4.3,1
2022-11,BF.7.5,600
2022-11,BF.7.5.1,61
2022-11,BF.7.6,306
2022-11,BF.7.7,127
2022-11,BF.7.8,27
2022-11,BF.8,59
2022-11,BK.1,111
2022-11,BL.1,71
2022-11,BL.1.3,3
2022-11,BL.1.4,12
2022-11,BL.2,20
2022-11,BL.6,16
2022-11,BM.1.1,41
2022-11,BM.1.1.1,8
2022-11,BM.1.1.3,179
2022-11,BM.2,9
2022-11,BM.2.1,7
2022-11,BM.4.1,3
2022-11,BM.4.1.1,52
2022-11,BN.1,622
2022-11,BN.1.1,41
2022-11,BN.1.1.1,12
2022-11,BN.1.10,35
2022-11,BN.1.11,2
2022-11,BN.1.2,375
2022-11,BN.1.2.1,135
2022-11,BN.1.2.2,30
2022-11,BN.1.2.3,38
2022-11,BN.1.2.5,3
2022-11,BN.1.2.6,4
2022-11,BN.1.3,699
2022-11,BN.1.3.1,667
2022-11,BN.1.3.12,33
2022-11,BN.1.3.3,23
2022-11,BN.1.3.4,1
2022-11,BN.1.3.5,25
2022-11,BN.1.3.6,154
2022-11,BN.1.3.7,47
2022-11,BN.1.3.8,8
2022-11,BN.1.3.9,2
2022-11,BN.1.4,185
2022-11,BN.1.4.1,50
2022-11,BN.1.4.2,18
2022-11,BN.1.4.3,39
2022-11,BN.1.4.5,48
2022-11,BN.1.5,619
2022-11,BN.1.5.1,1
2022-11,BN.1.5.2,26
2022-11,BN.1.7,194
2022-11,BN.1.9,79
2022-11,BN.2.1,3
2022-11,BN.3,3
2022-11,BN.3.1,59
2022-11,BN.4,2
2022-11,BN.5,11
2022-11,BN.6,18
2022-11,BQ.1,7008
2022-11,BQ.1.1,13046
2022-11,BQ.1.1.1,406
2022-11,BQ.1.1.10,121
2022-11,BQ.1.1.11,60
2022-11,BQ.1.1.13,67
2022-11,BQ.1.1.14,8
2022-11,BQ.1.1.15,198
2022-11,BQ.1.1.16,7
2022-11,BQ.1.1.17,41
2022-11,BQ.1.1.18,634
2022-11,BQ.1.1.19,96
2022-11,BQ.1.1.2,325
2022-11,BQ.1.1.20,847
2022-11,BQ.1.1.21,26
2022-11,BQ.1.1.22,128
2022-11,BQ.1.1.23,137
2022-11,BQ.1.1.24,264
2022-11,BQ.1.1.25,21
2022-11,BQ.1.1.26,25
2022-11,BQ.1.1.27,71
2022-11,BQ.1.1.28,210
2022-11,BQ.1.1.29,13
2022-11,BQ.1.1.3,907
2022-11,BQ.1.1.30,4
2022-11,BQ.1.1.31,36
2022-11,BQ.1.1.32,211
2022-11,BQ.1.1.35,7
2022-11,BQ.1.1.36,17
2022-11,BQ.1.1.4,974
2022-11,BQ.1.1.40,73
2022-11,BQ.1.1.41,194
2022-11,BQ.1.1.42,9
2022-11,BQ.1.1.43,23
2022-11,BQ.1.1.45,5
2022-11,BQ.1.1.46,3
2022-11,BQ.1.1.47,8
2022-11,BQ.1.1.48,4
2022-11,BQ.1.1.5,624
2022-11,BQ.1.1.51,172
2022-11,BQ.1.1.52,149
2022-11,BQ.1.1.54,40
2022-11,BQ.1.1.56,41
2022-11,BQ.1.1.57,61
2022-11,BQ.1.1.58,9
2022-11,BQ.1.1.6,287
2022-11,BQ.1.1.60,13
2022-11,BQ.1.1.61,7
